ID,1-IND,1-ING,1-MAT,1-BIO,1-FIS,1-KIM,1-EKO,1-GEO,1-SOS,1-BAS,1-AGM,1-PJO,1-SNB,2-IND,2-ING,2-MAT,2-BIO,2-FIS,2-KIM,2-EKO,2-GEO,2-SOS,2-BAS,2-AGM,2-PJO,2-SNB,3-IND,3-ING,3-MAT,3-BIO,3-FIS,3-KIM,3-EKO,3-GEO,3-SOS,3-BAS,3-AGM,3-PJO,3-SNB,4-IND,4-ING,4-MAT,4-BIO,4-FIS,4-KIM,4-EKO,4-GEO,4-SOS,4-BAS,4-AGM,4-PJO,4-SNB,5-IND,5-ING,5-MAT,5-BIO,5-FIS,5-KIM,5-EKO,5-GEO,5-SOS,5-BAS,5-AGM,5-PJO,5-SNB,indeks_mapel_un_1_5,ranking_mapel_un_1_5,indeks_mapel_un-1,ranking_mapel_un-1,indeks_mapel_un-2,ranking_mapel_un-2,indeks_mapel_un-3,ranking_mapel_un-3,indeks_mapel_un-4,ranking_mapel_un-4,indeks_mapel_un-5,ranking_mapel_un-5
64,83,80,78,84,82,75,86,88,88,76,89,95,85,85,87,82,87,82,81,86,84,88,85,86,94,87,87,95,83,82,82,84,NULL,NULL,NULL,83,88,79,79,91,89,83,86,83,85,NULL,NULL,NULL,78,90,89,79,90,85,80,84,80,87,NULL,NULL,NULL,77,94,90,90,84.3148,5,80.33333333,5,84.22222222,5,85.5,5,86.16666667,5,84.33333333,8
65,91,89,93,89,92,88,91,90,88,93,91,92,89,92,90,94,90,93,89,92,91,89,90,92,92,90,93,91,95,91,94,90,NULL,NULL,NULL,92,89,91,96,90,92,96,92,95,91,NULL,NULL,NULL,91,90,90,91,95,93,97,92,96,96,NULL,NULL,NULL,NULL,88,89,NULL,92.4906,7,90.55555556,4,91.55555556,5,92.33333333,10,92.66666667,15,94.81818182,10
66,89,90,93,88,90,92,90,90,89,90,92,91,92,90,91,94,89,91,93,91,91,90,93,88,90,91,91,92,95,90,95,94,NULL,NULL,NULL,91,90,93,90,92,92,96,91,96,95,NULL,NULL,NULL,92,89,92,91,93,94,97,92,97,96,NULL,NULL,NULL,NULL,91,94,NULL,92.8302,6,90.44444444,5,91.44444444,6,92.83333333,9,93.66666667,8,95,9
67,78,77,75,83,81,80,85,79,80,92,83,83,84,81,88,85,85,88,85,82,77,83,93,81,84,91,85,83,82,80,83,71,NULL,NULL,NULL,89,80,80,90,81,80,79,81,81,80,NULL,NULL,NULL,NULL,83,88,78,83,86,83,86,82,81,NULL,NULL,NULL,NULL,83,82,86,81.5431,17,78.31578947,33,85.26315789,2,80.38461538,23,80.38461538,21,83.5,21
68,90.2,86.3,86.6,78.3,75,88.1,78.6,87.7,NULL,NULL,91,77.88,81.6,89,86.9,86.2,76.4,90.3,85.8,85.9,83.6,NULL,NULL,86.92,88.43,86.99,92.19,88.73,81.34,75,77.26,78.46,NULL,NULL,NULL,NULL,93.18,81.71,82.22,95.95,87.67,82.24,83.42,79.63,89.88,NULL,NULL,NULL,NULL,88,84.06,83.11,89.66,87.05,88.55,80.39,85.06,77.18,NULL,NULL,NULL,NULL,91,79.99,84.81,84.7153,26,84.65904762,38,86.04619048,39,82.16333333,28,86.35545455,16,84.64833333,24
69,86,81,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,75,82,81,81,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,80,75,83,79,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,81,75,81,79,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,75,81,81,73,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,84,79,80.7568,21,80,15,80.25,18,81.875,19,82,13,79,23
70,75,75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,83,100,78,75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,94,77,83,75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,86,92,87,77,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,75,86,92,92,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,76,83,81.0541,3,77,9,78.875,3,81,6,84,9,86.4,6
71,75,83,83,83,83,91,83,75,NULL,NULL,88,83,91,75,83,75,83,75,83,75,75,NULL,NULL,75,83,75,83,86,86,83,83,83,NULL,83,NULL,NULL,86,86,86,86,89,88,86,86,87,NULL,88,NULL,NULL,75,75,75,85,89,87,84,83,88,NULL,88,NULL,NULL,86,85,83,83.6346,15,82.57894737,1,78.36842105,18,83.81818182,33,86.81818182,19,85.72727273,23
72,80,72,75,77,75,78,75,77,77,88,86,85,89,85,81,82,78,80,83,80,79,81,82,89,87,86,86,82,84,84,82,85,NULL,NULL,NULL,73,83,78,79,87,84,85,86,85,86,NULL,NULL,NULL,85,80,86,78,90,87,88,89,88,89,NULL,NULL,NULL,78,78,90,85,83.6111,37,76,23,81.88888889,11,83.83333333,24,85.5,79,88.5,79
73,80,75,74,70,75,72,72,73,73,78,91,90,83,80,75,74,70,78,73,74,74,73,86,83,81,76,80,79,79,83,79,83,NULL,NULL,NULL,78,80,80,78,84,81,84,84,80,88,NULL,NULL,NULL,84,75,77,85,89,87,90,89,89,90,NULL,NULL,NULL,NULL,84,80,90,81.2458,166,74.85,149,75.45,187,80.53846154,149,83.53846154,139,89.03846154,130
74,75,81,75,75,81,75,75,75,NULL,NULL,75,80,75,81,87,75,75,75,81,81,81,NULL,NULL,79,85,78,78,76,76,80,78,82,NULL,75,NULL,NULL,80,81,97,80,83,83,81,80,84,NULL,82,NULL,NULL,83,75,83,79,75,78,80,79,74,NULL,80,NULL,NULL,75,75,81,78.6731,58,76.57894737,27,78.47368421,23,78.54545455,59,81.72727273,144,77.72727273,73
75,80,76,81,85,82,79,78,78,77,87,91,87,76,80,77,82,86,82,79,78,78,80,90,74,87,78,81,83,84,83,86,85,NULL,NULL,NULL,77,81,77,80,83,78,79,78,82,78,NULL,NULL,NULL,77,82,85,81,88,92,89,87,84,86,NULL,NULL,NULL,86,77,83,90,82.6034,5,80.05263158,2,80.63157895,4,83.65384615,17,79.57692308,66,87.88461538,3
76,80,70,78,78,80,71,80,75,76,78,92,87,83,83,73,77,78,80,75,82,80,78,90,86,79,78,84,80,85,85,81,88,NULL,NULL,NULL,74,85,83,95,86,82,88,86,83,90,NULL,NULL,NULL,84,84,79,88,91,87,92,93,89,92,NULL,NULL,NULL,NULL,89,90,80,83.4322,72,76.05,93,77.65,125,83.88461538,41,85.88461538,63,90.65384615,54
77,72,72,72,72,72,72,72,NULL,78,NULL,82,79,83.25,78,83.2,78,72,72,72,78,NULL,72,NULL,91.5,78,86.25,80.25,75.75,74,70.75,70,70.25,72.2,NULL,NULL,NULL,83.25,79,80,79.25,75.5,76.25,81.25,76,77.5,79.5,NULL,NULL,NULL,78.75,83.25,83.25,82,83,90,81,80,81,87,NULL,NULL,NULL,86.25,81.25,83.25,76.4712,54,72,73,75.71052632,45,73.29545455,50,77.81818182,43,82.81818182,69
78,80,80,86,81,80,83,82,80,83,81,88,76,89,82,81,85,84,80,80,82,80,80,86,88,81,78,84,82,86,86,86,83,NULL,NULL,NULL,77,85,81,89,88,85,87,87,90,86,NULL,NULL,NULL,77,81,87,86,89,85,88,88,91,87,NULL,NULL,NULL,86,80,87,76,84.9658,56,81.8,34,82.2,44,84.44,60,87.12,73,87.85185185,66
79,74,78,70,75,78,78,77,75,78,84,88,73,76,80,80,78,80,80,81,80,82,81,71,79,79,83,84,82,81,82,82,82,NULL,NULL,NULL,77,86,76,82,87,84,82,84,83,83,NULL,NULL,NULL,80,90,74,85,89,87,84,86,89,85,NULL,NULL,NULL,76,77,75,82,81.9286,2,75,13,79.66666667,1,82.11538462,3,83.73076923,3,86.66666667,2
80,77,85,80,84,80,76,75,75,NULL,NULL,75,80,90,81,76,80,86,80,77,80,80,NULL,NULL,80,88,80,73,80,86,87,75,59,NULL,80,NULL,NULL,83,83,85,84,75,92,88,79,67,NULL,85,NULL,NULL,85,90,75,79,74,86,88,82,76,NULL,85,NULL,NULL,86,90,85,79.8558,164,79.89473684,83,80.26315789,111,76.36363636,221,81.36363636,162,81.45454545,148
81,79,82,77,76,77,75,84,NULL,NULL,76,87,88,88,79,82,82,78,82,81,87,NULL,NULL,86,87,93,95,83,82,88,78,82,84,NULL,NULL,NULL,88,88,94,82,84,83,88,81,83,84,NULL,NULL,NULL,79,89,95,95,88,86,89,86,85,86,NULL,NULL,NULL,86,82,88,90,83.0955,299,77.27272727,323,80.54545455,327,82.90909091,271,83.90909091,297,85.56521739,229
82,78.67,76.33,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,76.75,86.08,82.33,80,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.33,81.83,79.5,75,79.5,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.25,80,86.25,87.75,81,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.83,80.42,85.83,81,88.5,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.17,86,77.7,79.8249,32,78.8125,26,79.99875,26,77.8475,61,81.46875,23,81.7,26
83,75,95,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,81,81,79,100,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,84,90,84,95,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,87,86,83,95,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,85,83,85,93,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,85,NULL,87.4704,3,85.8,3,89,2,86.18181818,4,88.27272727,3,91.5,3
84,82,82,82,76,76,82,76,NULL,NULL,89,94,89,90,88,82,82,88,76,88,82,NULL,NULL,90,86,82,90,89,87,77,89,84,88,NULL,NULL,NULL,82,88,82,82,90,87,81,89,85,84,NULL,NULL,NULL,93,90,88,82,89,89,92,89,84,87,NULL,NULL,NULL,88,87,90,89,84.9615,322,80.10526316,265,84.21052632,212,85.54545455,264,85.90909091,355,88.27272727,231
85,84,84,79,84,79,79,90,NULL,79,NULL,79,80,84,84,84,84,84,84,90,90,NULL,NULL,NULL,85,90,90,80,89,82,83,79,83,86,NULL,NULL,NULL,85,91,86,80,89,82,83,79,83,82,NULL,NULL,NULL,84,91,86,90,88,93,91,92,93,93,NULL,NULL,NULL,94,79,86,84.4615,56,81.36842105,63,84.94736842,41,82.09090909,40,82.09090909,66,91.45454545,31
86,88,76,76,82,82,88,82,NULL,NULL,88,94,88,82,88,82,82,88,82,94,82,NULL,NULL,82,88,90,89,87,80,83,89,85,87,89,NULL,NULL,NULL,90,88,76,92,81,84,89,86,85,89,NULL,NULL,NULL,94,89,89,90,86,85,89,85,90,87,NULL,NULL,NULL,87,88,95,85.75,233,82.31578947,156,86.10526316,114,85.63636364,247,86.63636364,304,87.63636364,276
87,89,75.7,85.1,75,75,75,75.8,77.8,NULL,NULL,81.8,84.74,86.8,89.7,80.8,83,77.2,84.9,75.6,88.9,76.9,NULL,NULL,83.18,84.29,86.81,80.26,83.7,79.52,75,75.91,75,75.1,NULL,NULL,NULL,85.86,83.32,86.01,91.63,79.28,82.37,77.96,75.33,76.2,77.3,NULL,NULL,NULL,84.06,79.2,86.9,83.87,78.25,77.83,76.51,79.66,75,75.1,NULL,NULL,NULL,81.09,85.9,83.54,79.8003,73,79.76428571,83,82.28666667,63,78.23166667,70,80.56909091,65,78.52,76
88,88,88,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,77,77,93,82,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,82,88,82,77,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,77,77,72,77,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,82,88,88,77,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,77,88,81.1818,25,83,13,83.625,12,78.66666667,53,76.16666667,95,83.4,31
89,77,72,74,72,75,76,75,76,78,73,78,84,89,80,80,82,80,80,78,80,80,82,86,85,82,79,82,82,84,85,82,83,NULL,NULL,NULL,82,88,88,86,86,84,85,87,84,85,NULL,NULL,NULL,78,83,85,85,89,87,88,90,87,88,NULL,NULL,NULL,83,80,78,80,82.7222,93,74.33333333,105,80.22222222,65,83,68,85.16666667,94,88.16666667,93
90,76,76,73,74,72,73,76,76,75,87,85,90,88,73,77,75,77,75,75,78,79,75,89,94,92,77,89,84,84,94,84,89,NULL,NULL,NULL,76,80,78,89,86,87,84,91,85,88,NULL,NULL,NULL,89,84,79,90,94,88,90,94,88,90,NULL,NULL,NULL,75,70,80,83,83.1638,113,74.15,108,75.33333333,121,87.33333333,69,86.83333333,100,90.66666667,119
91,70,80,72,76,75,74,75,77,78,72,80,80,88,78,81,74,78,77,76,77,79,80,82,78,88,78,85,88,85,81,81,82,NULL,NULL,NULL,87,91,85,83,88,89,86,86,84,84,NULL,NULL,NULL,84,85,78,80,91,92,89,89,87,87,NULL,NULL,NULL,74,88,82,85,82.8519,81,74.33333333,105,77.44444444,234,83.66666667,32,86.16666667,44,89.16666667,45
92,81,76,72,74,74,78,76,79,84,NULL,87,83,77,84,77,75,76,79,80,79,82,84,NULL,81,83,80,80,85,78,79,84,82,NULL,NULL,NULL,NULL,82,77,79,76,88,80,83,86,84,NULL,NULL,NULL,NULL,86,80,80,83,90,84,84,88,86,NULL,NULL,NULL,NULL,86,83,79,81.3148,12,76,31,78.55555556,16,81.33333333,14,82.83333333,8,85.83333333,11
93,84,94,85,83,84,88,88,89,88,NULL,87,84,85,85,94,88,86,88,91,90,90,88,NULL,94,84,90,86,89,87,95,88,91,NULL,NULL,NULL,NULL,92,84,89,92,94,91,92,96,92,NULL,NULL,NULL,NULL,88,88,85,92,93,95,93,95,94,NULL,NULL,NULL,NULL,89,91,91,90.1667,2,86.33333333,2,88.66666667,1,89.33333333,2,92.83333333,4,93.66666667,4
94,80,90,80,87,85,80,89,86,89,87,90,90,96,85,95,85,92,88,82,92,87,91,89,88,86,95,87.5,95.75,95.75,95.75,79,79,NULL,NULL,NULL,90,91,95.75,88,88,80,91,91,90,90,NULL,NULL,NULL,90,95.75,93,87.5,88,88,94,95,92,92,NULL,NULL,NULL,NULL,88,85,87,88.1491,3,83.61904762,4,87.9047619,2,88.79166667,15,88.33333333,16,91.5,13
95,74,73,61,69,65,68,65,65,65,76,70,76,82,75,81,70,73,70,75,70,70,70,86,76,84,72,75,80,82,73,78,89,NULL,NULL,NULL,83,80,69,82,78,80,72,78,77,89,NULL,NULL,NULL,73,77,80,78,83,82,83,75,80,85,NULL,NULL,NULL,86,65,78,80,76.8547,15,68.47619048,11,74.19047619,18,79.55555556,7,79,13,81.33333333,22
96,76,77,77,75,76,80,78,78,75,85,83,84,86,77,78,78,76,80,81,75,79,77,75,77,82,78,78,81,83,80,80,85,NULL,NULL,NULL,82,80,83,85,79,83,84,80,82,86,NULL,NULL,NULL,85,84,83,77,86,85,87,84,86,87,NULL,NULL,NULL,75,88,82,89,81.2672,32,76.68421053,67,78,75,81.26923077,32,82.38461538,26,85.88461538,15
97,89,85,87,89,91,82,90,90,82,86,97,88,90,91,89,88,93,98,87,92,95,95,87,92,93,87,94,91,96,91,99,95,NULL,NULL,NULL,91,90,88,96,89,89,90,93,99,94,NULL,NULL,NULL,86,85,90,88,94,91,97,97,99,93,NULL,NULL,NULL,87,93,91,84,92.1286,11,87.17857143,12,91.07142857,10,94.46428571,10,92.57142857,14,95.35714286,9
98,80,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,80,76,80,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,83,70,78,72,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,83,76,80,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,80,72,80,82,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,83,81,79.8003,14,80,14,80,14,75,14,80,12,80.66666667,13
99,74,72,74,70,77,70,NULL,NULL,NULL,NULL,82,78,72,82,77,81,76,79,79,NULL,NULL,NULL,NULL,77,87,81,83,76,83,78,81,81,NULL,NULL,NULL,NULL,75,76,78,77,81,78,77,77,78,NULL,NULL,NULL,NULL,81,78,74,88,81,79,90,78,83,NULL,NULL,NULL,NULL,84,75,86,78.9904,85,73,106,79.36842105,61,80.72727273,59,77.72727273,101,83.36363636,92
100,86,83,75,84,76,82,75,82,82,77,79,70,79,85,88,78,83,81,82,79,82,80,76,88,76,79,79,73,77,73,73,85,NULL,NULL,NULL,85,80,76,86,88,85,81,90,82,86,NULL,NULL,NULL,77,83,75,82,90,88,89,85,88,88,NULL,NULL,NULL,76,78,80,88,82.8468,79,81.11111111,68,82.66666667,92,76.68,123,85.16,64,88.08,43
101,85,82,83,78,90,84,85,85,85,NULL,95,98,97,90,89,89,85,92,86,86,88,86,NULL,95,94,93,90,86,90,92,96,92,NULL,NULL,NULL,NULL,96,85,86,90,88,93,93,93,90,NULL,NULL,NULL,NULL,93,93,94,90,97,95,93,94,94,NULL,NULL,NULL,NULL,95,93,95,90.0556,1,83.55555556,3,88.77777778,1,91,1,91.16666667,1,93.83333333,3
102,81,90,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,76,66,80,98,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,81,80,83,85,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,82,84,82,85,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,79,82,84,85,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,85,NULL,85.1808,6,84.2,4,91.6,4,83,5,84,19,82.8,14
103,73,78,74,78,77,80,73,76,81,74,85,80,84,76,79,78,81,78,81,80,76,82,80,87,85,82,80,80,78,82,80,83,NULL,NULL,NULL,74,79,82,82,82,80,78,82,81,85,NULL,NULL,NULL,80,82,87,82,90,81,82,82,82,86,NULL,NULL,NULL,75,90,88,81,80.4453,46,76.42857143,36,78.66666667,32,80.53571429,39,81.35714286,50,83.56666667,61
104,86.2,86.3,85.8,83.2,75,80.9,75.8,80.9,NULL,NULL,83.85,81.67,78.83,89.5,83.1,83.7,81.5,88.3,78.9,86,83.4,NULL,NULL,80.4,86.05,88.2,85.28,87.38,78.74,75,78.11,75,NULL,NULL,NULL,NULL,81.55,83.06,86.01,91.47,88.16,77.36,77.06,77.92,83.91,NULL,NULL,NULL,NULL,89.93,86.41,92.75,84.98,85,82.2,76.46,76.98,76.87,NULL,NULL,NULL,NULL,82.65,82.4,75.98,81.9528,52,83.40809524,49,84.37809524,55,79.91833333,43,82.14545455,48,80.415,55
105,81,74,74,74,74,74,96,NULL,NULL,NULL,81,84,74,81,74,74,74,74,74,81,NULL,NULL,NULL,91,74,87,79,79,79,80,80,75,81,NULL,NULL,NULL,85,82,82,83,85,85,80,82,80,84,NULL,NULL,NULL,81,74,82,88,84,89,91,85,84,82,NULL,NULL,NULL,79,81,74,80.0385,149,75.47368421,228,75.47368421,229,78.63636364,129,82.27272727,40,87.09090909,35
106,77,82,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,78,79,77,82,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,82,80,80,84,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,80,82,80,84,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,78,81,80,83,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,80,82,82.1081,3,81.5,11,81.5,11,82.125,2,82.75,1,83,1
107,82,88,83,84,80,78,85,75,85,90,96,89,90,85,92,85,89,83,80,85,83,87,93,90,87,81,83,80,80,87,87,80,NULL,NULL,NULL,80,85,90,90,88,88,86,90,90,86,NULL,NULL,NULL,90,80,88,85,90,98,94,90,93,92,NULL,NULL,NULL,93,88,90,79,86.8148,4,83.11111111,5,86.22222222,10,82.83333333,12,88,3,92.83333333,1
108,82,80,81,80,70,80,79,80,80,86,89,79,87,82,80,81,80,73,80,79,80,80,80,84,86,83,88,87,86,88,86,87,NULL,NULL,NULL,70,82,79,78,89,86,87,89,84,86,NULL,NULL,NULL,86,82,80,78,91,85,88,93,89,85,NULL,NULL,NULL,80,84,82,86,84,18,78.48,22,79.08,19,86.96,9,86.72,15,88.57692308,19
109,82,80,76,73,74,78,77,76,76,89,91,80,89,81,83,77,82,79,79,79,73,77,76,96,90,92,84,89,84,89,84,89,NULL,NULL,NULL,94,81,89,80,83,88,88,91,89,89,NULL,NULL,NULL,89,84,92,91,92,92,92,95,97,94,NULL,NULL,NULL,76,80,80,78,85.4655,67,77.7,42,80.16666667,54,86.5,94,88,83,93.66666667,71
110,73,78,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,72,73,74,74,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,78,75,82,78,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,76,75,80,85,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,80,79,86,75,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,83,77,78.479,7,75.8,6,74.4,7,78.4,7,80.4,7,78.4,7
111,80,80,78,83,80,80,81,NULL,NULL,NULL,85.59,80.44,77,84.2,80,80.4,82.6,81,81,80.5,NULL,NULL,NULL,87.43,81,85,82.57,80.38,87.09,83.05,83,83,79.3,NULL,NULL,NULL,84.69,78,92,84.1,78.3,78.94,85.72,85,83.46,77.2,NULL,NULL,NULL,90,78.75,83.5,90,87,87,84,91,83,84,NULL,NULL,NULL,89,78.5,84.25,83.1656,17,80.05263158,11,81.74421053,11,83.43636364,15,82.97636364,44,87,32
112,80,79,84,78,85,78,NULL,77,75,87,88,85,80,84,78,86,84,88,80,NULL,79,78,87,95,85,80,80,84,84,88,87,84,NULL,89,NULL,80,98,93,80,80,85,84,95,89,86,NULL,92,NULL,80,94,82,89,87,87,86,91,88,87,NULL,89,NULL,NULL,89,94,82,84.8558,81,80.89473684,77,83.78947368,59,84.54545455,54,86.63636364,72,87.72727273,110
113,79,78,79,78,80,78,NULL,NULL,NULL,80,80,78,80,83,84,81,81,77,80,NULL,NULL,NULL,84,81,78,81,80,78,79,79,77,80,NULL,NULL,NULL,80,78,79,82,83,85,80,79,78,80,NULL,NULL,NULL,84,80,77,80,88,85,80,80,79,80,NULL,NULL,NULL,76,80,79,88,80.1731,13,78.73684211,5,80.94736842,12,78.90909091,26,80.45454545,20,81.72727273,24
114,70,73,72,77,72,76,75,70,85,70,90,80,85,75,78,76,73,75,72,80,72,82,80,85,75,80,75,90,81,78,78,72,NULL,NULL,NULL,70,80,89,80,79,88,82,78,77,79,NULL,NULL,NULL,80,80,80,80,85,85,83,77,85,78,NULL,NULL,NULL,76,86,98,78,78.246,174,73.0952381,213,75.04761905,208,78.75,112,80.28571429,111,81.96428571,201
115,69,69,68,74,66,69,78,88,78,84,93,80,81,78,71,68,80,71,80,80,89,85,85,93,86,73,81,79,78,83,77,81,NULL,NULL,NULL,77,93,77,71,82,79,77,86,84,82,NULL,NULL,NULL,84,92,82,86,82,81,83,89,87,83,NULL,NULL,NULL,85,87,87,86,78.4074,77,69,186,73.88888889,102,79.83333333,53,81.66666667,57,84.16666667,47
116,76,74,75,75,75,80,76,80,78,85,77,82,88,81,80,80,79,81,85,81,85,81,75,89,80,85,82,83,85,81,85,86,NULL,NULL,NULL,80,92,89,77,85,85,87,85,86,88,NULL,NULL,NULL,85,85,84,83,88,88,90,88,89,91,NULL,NULL,NULL,75,82,77,79,83.537,39,75.55555556,40,80.77777778,38,83.66666667,32,86,50,89,50
117,79,75,84,85,85,80,82,78,82,91,90,78,80,87,90,85,84,88,80,89,84,85,91,79,80,90,82,90,90,84,84,90,NULL,NULL,NULL,80,87,80,84,86,91,84,83,81,95,NULL,NULL,NULL,80,83,80,83,85,84,88,84,90,85,NULL,NULL,NULL,NULL,88,80,84,85.4444,4,80.66666667,6,86.22222222,4,86.66666667,1,86.66666667,2,86,5
118,78,80,77,77,77,77,78,79,85,77,82,78,80,80,82,77,79,78,78,81,80,84,78,80,82,83,81,83,80,82,80,81,NULL,NULL,NULL,84,83,80,83,82,84,82,83,82,81,NULL,NULL,NULL,77,95,80,85,85,86,85,82,81,84,NULL,NULL,NULL,78,76,82,82,81.1481,47,77.88888889,54,79.22222222,53,81.16666667,47,82.33333333,44,83.83333333,36
119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,89,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,83,89,84,86,77,83,79,79,72,NULL,NULL,NULL,85,82,87,75,89,77,81,80,86,85,NULL,NULL,NULL,89,84,88,85,90,90,87,94,90,86,NULL,NULL,NULL,92,86,87,83.6061,71,80.90909091,59,80.63636364,91,89.27272727,86,84.33333333,50,83.88888889,86
120,80,89,84,88,81,84,86,88,82,96,89,84,88,83,83,84,86,83,86,89,88,85,90,92,86,87,91,83,84,89,82,93,NULL,NULL,NULL,93,89,83,87,90,88,88,89,84,93,NULL,NULL,NULL,96,88,90,88,90,90,95,91,86,94,NULL,NULL,NULL,90,91,88,84,87.2963,23,84.33333333,50,83.88888889,27,87,21,88.66666667,13,91,10
121,90,81,86,79,82,80,NULL,78,78,89,95,86,87,90,80,90,85,85,85,NULL,80,81,89,94,94,82,78,80,87,90,82,88,NULL,83,NULL,86,89,83,80,78,83,87,95,84,89,NULL,86,NULL,86,88,85,80,93,85,92,92,90,90,NULL,90,NULL,NULL,98,91,86,86.4423,37,83.63157895,31,86.57894737,24,84.54545455,54,86.27272727,80,90.81818182,39
122,90,85,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,90,90,90,85,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,90,90,90,85,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,95,95,90,90,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,90,90,95,95,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,90,90,90,9,88.125,11,87.5,25,88.75,21,92.5,4,95,1
123,74,76,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,82,80,77.3,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.3,86,80,76,81.3,81.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,70,73,80.3,85,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,76.8,81.3,85.7,79.8,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.6,68,90,79.8409,5,75,9,79.1,8,79.26,9,82.55,7,81.81428571,3
124,80,78,73,81,73,77,78,76,77,78,85,85,90,78,77,76,74,72,73,79,82,78,77,78,78,85,85,85,78,78,85,85,NULL,NULL,NULL,80,80,85,76,76,76,72,74,80,80,NULL,NULL,NULL,78,82,82,80,77,81,82,80,87,79,NULL,NULL,NULL,77,92,77,80,78.7778,90,77,86,75.66666667,122,82.66666667,45,76.33333333,114,81,97
125,77,77,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,82,82,77,82,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,77,84,87,87,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.5,82,82,87,87,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,80.5,82,88,79.25,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,82,82,81.7635,3,78.875,4,80.75,4,82.625,2,83.25,2,84.25,4
126,82,84,82,82,82,79,88,NULL,NULL,87,88,87,91,89,86,86,82,84,88,88,NULL,NULL,82,82,89,92,89,88,88,84,84,88,88,NULL,NULL,82,90,88,88,90,88,88,85,85,89,89,NULL,NULL,87,89,87,94,92,90,95,88,86,90,95,NULL,NULL,82,88,82,88,86.2803,59,81.63636364,93,85.81818182,27,86.72727273,27,87.45454545,38,87.39130435,106
